"geneSymbol","disease_merge"
"CD36","Immunologic Deficiency Syndromes"
"CD36","Platelet Glycoprotein IV Deficiency"
"CD36","Hypertensive disease"
"CD36","Cardiomyopathy"
"CD36","Antibody Deficiency Syndrome"
"CD36","Dermatitis"
"CD36","Myocardial Ischemia"
"CD4","T4 Epitope Defiency"
"CD4","Muscular Dystrophy"
"CD4","AIDS"
"CD40LG","Pneumonia"
"CD40LG","Hyper IgM syndrome"
"CD40LG","Lateral Sclerosis"
"CD40LG","Autoimmune Diseases"
"CD40LG","Arteriosclerosis"
"CD74","Liver Failure"
"CD74","Lung Cancer"
"CD74","Breast Cancer"
"CEBPB","Cerebral Ischemia"
"CEBPB","Liver Cancer"
"CEBPB","Pulmonary Fibrosis"
"CEBPB","Fatty Liver"
"CEBPB","Subfertility, Female"
"CFL1","Breast Cancer"
"CFL1","Status Dysraphicus"
"CFL1","Spina Bifida"
"CFL1","Esophagus Neoplasm"
"CGA","Meniere Disease"
"CGA","Hemiplegia"
"CGA","Adrenal Gland Diseases"
"CGA","Ovarian Diseases"
"CGA","Uterine Diseases"
"CGA","Oligospermia"
"CGA","Monoplegia"
"CGA","Endometrial Diseases"
"CGA","Thyroid Cancer"
"CGB5","Ovarian Cancer"
"CHGA","Pheochromocytoma"
"CHGA","Schizophrenia"
"CHGA","Lung Cancer"
"CHGA","Meniere Disease"
"CHI3L1","Arthritis"
"CHI3L1","Glioma"
"CHI3L1","Glioblastoma Multiforme"
"CHI3L1","Glioblastoma"
"CHI3L1","Osteoarthrosis Deformans"
"CHPT1","Respiratory Distress Syndrome"
"CLOCK","Bipolar Disorder"
"CLOCK","Mental Depression"
"CLOCK","Seasonal Affective Disorder"
"CLOCK","Mood Disorders"
"CLOCK","Schizophrenia"
"CLOCK","Delirium"
"COL8A1","Macular Degeneration"
"COL8A1","Breast Cancer"
"COL8A1","Cleft upper lip"
"COL8A1","Congenital Abnormality"
"COL8A1","Geographic Atrophy"
"COMT","Mental Depression"
"COMT","Breast Cancer"
"COMT","Attention Deficit Disorder"
"COMT","Mental disorders"
"COMT","Memory Disorders"
"COMT","Bipolar Disorder"
"COMT","Mood Disorders"
"COMT","Conotruncal Anomaly Face Syndrome"
"COMT","Minimal Brain Dysfunction"
"COMT","Schizophrenia"
"COMT","Drug induced paranoia"
"COMT","Psychosis"
"COMT","Temporomandibular Joint Disorders"
"COMT","Liver Cancer"
"COMT","Manic Disorder"
"COMT","Shprintzen syndrome"
"COMT","Pheochromocytoma"
"COMT","Prostate cancer"
"COMT","Autistic Disorder"
"COMT","DiGeorge Syndrome"
"COMT","Behavior Disorders"
"COMT","Anhedonia"
"COMT","Cognition Disorders"
"COMT","Diagnosis, Psychiatric"
"CPB2","Obesity"
"CPT1A","Diabetes Mellitus "
"CPT1A","Carnitine Palmitoyltransferase Deficiency"
"CPT1A","Breast Cancer"
"CPT1A","Kidney Failure"
"CPT2","Carnitine Palmitoyltransferase Deficiency"
"CPT2","Myopathy"
"CPT2","Metabolic encephalopathy"
"CPT2","Central Nervous System Metabolic Disorders"
"CPT2","Genetic Diseases"
"CPZ","Neuroblastoma"
"CRH","Seizures"
"CRH","Anxiety Disorders"
"CRH","Alopecia"
"CRH","Mental Depression"
"CRH","Alzheimer Disease"
"CRH","Jacksonian Seizure"
"CRH","Epilepsy"
"CRH","Atonic seizures"
"CRH","Psychomotor Disorders"
"CRH","Mood Disorders"
"CRH","Status Epilepticus"
"CRH","Infantile Spasm"
"CRH","Status marmoratus"
"CRH","Petit mal status"
"CRH","Neuroretinitis"
"CRH","Melancholia"
"CRH","Pituitary apoplexy"
"CRH","Cognition Disorders"
"CRH","Bipolar Disorder"
"CRH","Anhedonia"
"CRH","Spasmus nutans"
"CRH","Movement Disorders"
"CRH","Dysthymic Disorder"
"CRH","Retinitis"
"CRH","Cushing Syndrome"
"CRH","Senile Dementia"
"CRH","Schizophrenia"
"CRP","Metabolic Diseases"
"CRP","Anxiety Disorders"
"CRP","Mental Depression"
"CRP","Arteriosclerosis"
"CRP","Autoimmune Diabetes"
"CRP","Psoriasis"
"CRP","Ketosis-prone diabetes"
"CRP","Schizophrenia"
"CRP","Carditis"
"CRP","Hyperparathyroidism"
"CRP","Periodontitis"
"CRP","Myocarditis"
"CRP","Heart Failure"
"CRP","Arsenic Encephalopathy"
"CRP","Acute Coronary Syndrome"
"CRP","Hypertensive disease"
"CRP","Myocardial Failure"
"CRP","Colitis"
"CRP","Nephritis, Interstitial"
"CRP","Lung Cancer"
"CRP","Myocardial Ischemia"
"CRP","Metabolic Syndrome X"
"CRP","Pustulosis"
"CRP","Leishmaniasis"
"CRP","Kidney Failure"
"CRP","Lupus Erythematosus"
"CRP","Libman-Sacks Disease"
"CRP","Liver Cancer"
"CRP","Atherosclerosis"
"CRP","Obesity"
"CRP","Meningitis"
"CRP","Brittle diabetes"
"CRP","Diabetic Retinopathy"
"CRP","Crohn Disease"
"CRP","Enteritis"
"CRP","Diabetes Mellitus "
"CRP","Rheumatoid Arthritis"
"CRP","Heart Diseases"
"CTBP1-AS","Genetic Diseases"
"CTLA4","Oral submucosal fibrosis"
"CTLA4","Rheumatoid Arthritis"
"CTLA4","Mental Depression"
"CTLA4","Graves Disease"
"CTLA4","Alopecia Areata"
"CTLA4","Schizophrenia"
"CTLA4","Leukemia"
"CTLA4","Graft-vs-Host Disease"
"CTLA4","Meniere Disease"
"CTLA4","Lymphoma"
"CTLA4","Bipolar Disorder"
"CTLA4","Still Disease"
"CTLA4","Juvenile arthritis"
"CTLA4","CTLA-4 haploinsufficiency"
"CTLA4","Neuropathy"
"CTSD","Neuronal ceroid lipofuscinosis"
"CTSD","Renal Cancer"
"CTSD","Rheumatoid Arthritis"
"CTSD","Lateral Sclerosis"
"CTSD","Prostate cancer"
"CTSD","Liver Cancer"
"CTSD","Osteoarthrosis Deformans"
"CTSD","Arthritis"
"CXCL10","Cerebral Ischemia"
"CXCL10","Influenza"
"CXCL10","Painful Bladder Syndrome"
"CXCL10","Thyroid Cancer"
"CXCL10","Biliary Cirrhosis"
"CXCL10","Mental Depression"
"CXCL10","Alopecia Areata"
"CXCL10","Eczema"
"CXCL10","Liver Diseases"
"CXCL10","Interstitial Cystitis"
"CXCL10","Colonic Neoplasms"
"CXCL10","Dermatitis"
"CXCL10","Myocardial Ischemia"
"CXCL10","Hepatitis"
"CXCL10","Meniere Disease"
"CYP11A1","Atonic seizures"
"CYP11A1","Disorders of Sex Development"
"CYP11A1","Seizures"
"CYP11A1","Congenital adrenal hyperplasia"
"CYP11A1","Adrenal Insufficiency"
"CYP11A1","Endometrial Cancer"
"CYP11A1","Gonadal Dysgenesis, 46,XY"
"CYP11A1","Jacksonian Seizure"
"CYP11A1","Pseudohermaphroditism"
"CYP11B2","Corticosterone Methyl Oxidase Deficiency"
"CYP11B2","Hypoaldosteronism"
"CYP11B2","Prostate cancer"
"CYP11B2","Hyperaldosteronism"
"CYP11B2","Conn Syndrome"
"CYP17A1","17,20-Lyase Deficiency"
"CYP17A1","Congenital adrenal hyperplasia"
"CYP17A1","Prostate cancer"
"CYP17A1","Coronary heart disease"
"CYP17A1","Breast Cancer"
"CYP17A1","Parkinson Disease"
"CYP17A1","Neuralgia"
"CYP17A1","Malignant Hypertension"
"CYP17A1","Hypogonadism"
"CYP17A1","Hypopituitarism"
"CYP17A1","Corpus Luteum Cyst"
"CYP17A1","Myocardial Infarction"
"CYP17A1","Non-alcoholic Fatty Liver Disease"
"CYP17A1","Sexual Arousal Disorder"
"CYP17A1","Liver Cancer"
"CYP17A1","Ovarian Cysts"
"CYP17A1","X-linked Adrenal Hypoplasia"
"CYP17A1","Psychosexual Disorders"
"CYP17A1","Subfertility, Female"
"CYP17A1","Colorectal Cancer"
"CYP17A1","Male infertility"
"CYP19A1","Breast Cancer"
"CYP19A1","Ovarian Cancer"
"CYP19A1","Prostate cancer"
"CYP19A1","Endometrioma"
"CYP19A1","Cribriform Carcinoma"
"CYP19A1","Hypopituitarism"
"CYP19A1","Aromatase deficiency"
"CYP19A1","Sexual Infantilism"
"CYP19A1","Hypogonadism"
"CYP19A1","Genital Infantilism"
"CYP19A1","Osteoporosis"
"CYP19A1","Subfertility, Female"
"CYP19A1","Fatty Liver"
"CYP19A1","Endometriosis"
"CYP19A1","Endometrial Cancer"
"CYP19A1","Adenocarcinoma"
"CYP19A1","Esophagus Neoplasm"
"CYP19A1","Ovarian Diseases"
"CYP19A1","Autistic Disorder"
"CYP19A1","Carcinoma"
"CYP1A1","Breast Cancer"
"CYP1A1","Hypertensive disease"
"CYP1A1","Prostate cancer"
"CYP1A1","Airway Obstruction"
"CYP1A1","Long QT Syndrome"
"CYP1A1","Liver Cancer"
"CYP1A1","Renal Cancer"
"CYP1A1","Dermatitis"
"CYP1A1","Chronic Obstructive Pulmonary Disease"
"CYP1A1","Male infertility"
"CYP1A1","Chronic Lung Injury"
"CYP1A1","Hamartoma"
"CYP1A1","Vascular Diseases"
"CYP1A1","Sinus Tachycardia"
"CYP1B1","Lung Cancer"
"CYP1B1","Glaucoma"
"CYP1B1","Adenoma"
"CYP1B1","Colorectal Cancer"
"CYP1B1","Leukemia"
"CYP1B1","Breast Cancer"
"CYP1B1","Obesity"
"CYP1B1","Hydrophthalmos"
"CYP1B1","Lymphoma"
"CYP1B1","Carcinoma"
"CYP1B1","Prostate cancer"
"CYP1B1","Dermatitis"
"CYP1B1","Irido-corneo-trabecular dysgenesis"
"CYP1B1","Fatty Liver"
"CYP1B1","Mouth Neoplasms"
"CYP1B1","Congenital ocular coloboma"
"CYP1B1","Ovarian Cancer"
"CYP1B1","Anterior Segment Dysgenesis"
"CYP21A2","Hyperandrogenism"
"CYP21A2","Congenital adrenal hyperplasia"
"CYP21A2","21-Hydroxylase Deficiency"
"CYP21A2","Genetic Diseases"
"CYP2R1","Liver Fibrosis"
"CYP2R1","Osteopenia"
"CYP2R1","Liver Cirrhosis"
"CYP2R1","Rickets"
"CYP2R1","Metabolic Bone Disorder"
"CCN1","Liver Cancer"
"CCN1","Lung Cancer"
"CCN1","Rheumatoid Arthritis"
"DACT1","CAKUT"
"DACT1","Intellectual Disability"
"DACT1","Spina Bifida"
"DACT1","Townes-Brocks Syndrome"
"DACT1","Radial Club Hand"
"DENND1A","Myopia"
"DKK1","Breast Cancer"
"DKK1","Endometrioma"
"DKK1","Endometriosis"
"DKK3","Schizophrenia"
"DNAJB1","Bipolar Disorder"
"DPP4","Mental Depression"
"DPP4","Rheumatoid Arthritis"
"DRAM2","Retinal Dystrophies"
"DRD2","Seizures"
"DRD2","Mental Depression"
"DRD2","Jacksonian Seizure"
"DRD2","Delirium"
"DRD2","Parkinson Disease"
"DRD2","Memory Disorders"
"DRD2","Orofacial dyskinesia"
"DRD2","Hyperprolactinemia"
"DRD2","Acquired Language Disorders"
"DRD2","Catalepsy"
"DRD2","Movement Disorders"
"DRD2","Extrapyramidal Disorders"
"DRD2","Mood Disorders"
"DRD2","Dyskinesia"
"DRD2","Bipolar Disorder"
"DRD2","Kleptomania"
"DRD2","Atonic seizures"
"DRD2","Ramsay Hunt Paralysis Syndrome"
"DRD2","Pituitary Neoplasms"
"DRD2","Basal Ganglia Diseases"
"DRD2","Status marmoratus"
"DRD2","Anxiety Disorders"
"DRD2","Ballismus"
"DRD2","Anhedonia"
"DRD2","Cognition Disorders"
"DRD2","Schizophrenia"
"DRD2","Developmental Disabilities"
"DRD2","Language impairment"
"DRD2","Lenticulostriate Disorders"
"DRD2","Disruptive, Impulse Control, and Conduct Disorders"
"DRD2","Intermittent Explosive Disorder"
"DRD2","Attention Deficit Disorder"
"DRD2","Minimal Brain Dysfunction"
"DRD2","Child Development Deviations"
"DRD2","Hypertensive disease"
"DUSP1","Myocardial Ischemia"
"DUSP1","Mental Depression"
"DUSP1","Endometriosis"
"DUSP1","Dermatitis"
"DUSP1","Juvenile arthritis"
"DUSP1","Still Disease"
"DUSP1","Endometrioma"
"EBF2","Dupuytren Contracture"
"EBF2","Breast Cancer"
"EBF2","Prostate Carcinoma"
"EBI3","Gastric Cancer"
"EBI3","Stomach Cancer"
"EDN1","Hypertensive disease"
"EDN1","Heart Failure"
"EDN1","Myocardial Ischemia"
"EDN1","Cardiomyopathy"
"EDN1","Lewy Body Disease"
"EDN1","Hepatorenal Syndrome"
"EDN1","Myocardial Failure"
"EDN1","Stroke"
"EDN1","Peptic Ulcer"
"EDN1","Auriculocondylar Syndrome"
"EDN1","Parkinson Disease"
"EDN1","Hypercholesterolemia"
"EDN1","Cerebrovascular Occlusion"
"EDN1","Pulmonary Fibrosis"
"EDN1","Diabetes Mellitus "
"EDN1","Middle Cerebral Artery Syndrome"
"EDN1","Cholera Infantum"
"EDN1","Overactive Bladder"
"EDN1","Kidney Failure"
"EDN1","Cerebrovascular Insufficiency"
"EDN1","Atrial Fibrillation"
"EDN1","Cerebral Artery Infarction"
"EDN1","Cardiovascular Abnormalities"
"EDN1","Glomerular Hyalinosis"
"EDN1","Gastrointestinal Diseases"
"EDN1","Kidney Insufficiency"
"EDN1","Nephrosis"
"EDN1","Glomerulosclerosis"
"EDN1","Left Ventricular Hypertrophy"
"EDN1","Brain Infarction"
"EDN1","Asthma"
"EDN1","Cerebral Thrombosis"
"EDN1","Marginal ulcer"
"EDN1","Respiratory Distress Syndrome"
"EDN1","Cerebrovascular Disorders"
"EDN1","Myocardial Diseases"
"EDN1","Oral ulcer"
"EDN1","Cartilage Diseases"
"EDN1","Hemorrhages"
"EDN1","Mood Disorders"
"EDN1","Chondromalacia"
"EDN1","Arteriosclerosis"
"EGFR","Lung Cancer"
"EGFR","Head Neoplasms"
"EGFR","Adenocarcinoma"
"EGFR","Breast Cancer"
"EGFR","Ovarian Cancer"
"EGFR","Prostate cancer"
"EGFR","Central Nervous System Neoplasms"
"EGFR","Cervical Cancer"
"EGFR","Head and Neck Neoplasms"
"EGFR","Stomach Cancer"
"EGFR","Chloracne"
"EGFR","Digestive Track Neoplasms"
"EGFR","Glioblastoma"
"EGFR","Kidney Failure"
"EGFR","Carcinoma"
"EGFR","Glioblastoma Multiforme"
"EGFR","Intestinal Polyposis"
"EGFR","Bipolar Disorder"
"EGFR","Brain Neoplasms"
"EGFR","Rectal Neoplasms"
"EGFR","Esophagus Neoplasm"
"EGFR","Papilloma"
"EGFR","Colorectal Cancer"
"EGFR","Cribriform Carcinoma"
"EGFR","Mental Depression"
"EGFR","Pancreatic Neoplasm"
"EGFR","Endometrial Cancer"
"EGFR","Inflammatory Skin And Bowel Disease"
"EGFR","Cholangiocarcinoma"
"EGFR","Endometriosis"
"EGFR","Cardiomyopathy"
"EGFR","Colonic Neoplasms"
"EGFR","Kidney Insufficiency"
"EGFR","Gall Bladder Cancer"
"EGFR","Nasopharyngeal Cancer"
"EGFR","Endometrioma"
"EGFR","Brain Stem Glioma"
"EGFR","Polycystic Kidney Diseases"
"EGFR","Dermatitis"
"EGFR","Neck Neoplasms"
"EGFR","Lipoma"
"EGFR","Gastric Cancer"
"EGFR","Liver Cancer"
"EGFR","Bile Duct Cancer"
"EGFR","Diabetes Mellitus "
"EGFR","Adrenal Cancer"
"EGFR","Bladder Cancer"
"EGFR","Mesothelioma"
"EGFR","Osteosarcoma"
"EGFR","Intrahepatic Cholangiocarcinoma"
"EGFR","Arteriovenous Malformations, Cerebral"
"EGFR","Extrahepatic Cholangiocarcinoma"
"EGFR","Anaplastic Carcinoma"
"ENPP1","Cole Disease"
"ENPP1","Arterial calcification of infancy"
"ENPP1","Coronary Sclerosis"
"ENPP1","Erythrokeratoderma"
"ENPP1","Endometrioma"
"ENPP1","Rickets"
"ENPP1","Keratosis"
"ENPP1","OPLL"
"ENPP1","Endometriosis"
"EPHX1","Lymphoma"
"EPHX1","Skin Cancer"
"EPHX1","Multiple Myeloma"
"EPHX1","Leukemia"
"EPHX1","Colorectal Cancer"
"EPHX1","Prostate cancer"
"EPHX1","Emphysema"
"EPHX1","Reticulosarcoma"
"EPHX1","Liver Diseases"
"EPHX1","Liver Cancer"
"EPHX1","Carcinoma"
"EPHX1","Airway Obstruction"
"EPHX1","Lung Cancer"
"EPHX1","Pulmonary Emphysema"
"EPHX1","Chronic Obstructive Pulmonary Disease"
"EPHX1","Anaplastic Carcinoma"
"EPHX1","Hepatitis"
"ERBB2","Ovarian Cancer"
"ERBB2","Breast Cancer"
"ERBB2","Gall Bladder Cancer"
"ERBB2","Ctaneous Melanoma"
"ERBB2","Lung Cancer"
"ERBB2","Stomach Cancer"
"ERBB2","Adenocarcinoma"
"ERBB2","Renal Cancer"
"ERBB2","Gastric Cancer"
"ERBB2","Colonic Neoplasms"
"ERBB2","Carcinoma"
"ERBB2","Astrocytoma"
"ERBB2","Prostate cancer"
"ERBB2","Cancer Metastasis"
"ERBB2","Endometrial Cancer"
"ERBB2","Adenocarcinoma of Prostate"
"ERBB2","Medulloblastoma"
"ERBB2","Bipolar Disorder"
"ERBB2","Papilloma"
"ERBB2","Bladder Cancer"
"ERBB2","Asthma"
"ERBB2","Brain Neoplasms"
"ERBB2","Bronchioloalveolar Adenocarcinoma"
"ERBB2","Esophagus Neoplasm"
"ERBB2","Intrahepatic Cholangiocarcinoma"
"ERBB2","Glioma"
"ERBB2","Head Neoplasms"
"ERBB2","Stomach Carcinoma"
"ERBB2","Glioblastoma Multiforme"
"ERBB2","Ependymoma"
"ERBB2","Cribriform Carcinoma"
"ERBB2","Colorectal Cancer"
"ERBB2","Carcinoma of Skin"
"ERBB2","Oligodendroglioma"
"ERBB2","Nasopharyngeal Cancer"
"ERBB2","Extrahepatic Cholangiocarcinoma"
"ERBB2","Gastrointestinal Cancer"
"ERBB2","Adenocarcinoma Of Pancreas"
"ERBB2","Cholangiocarcinoma"
"ERBB4","Bipolar Disorder"
"ERBB4","Skin Cancer"
"ERBB4","Breast Cancer"
"ERBB4","Schizophrenia"
"ERBB4","Asthma"
"ERBB4","Lateral Sclerosis"
"ERBB4","Gall Bladder Cancer"
"ERBB4","Autistic Disorder"
"ESR1","Liver Cancer"
"ESR1","Breast Cancer"
"ESR1","Oligospermia"
"ESR1","Mesothelioma"
"ESR1","Lung Cancer"
"ESR1","Male infertility"
"ESR1","Mood Disorders"
"ESR1","Myocardial Infarction"
"ESR1","Migraine"
"ESR1","Estrogen Resistance"
"ESR1","Intracranial Astrocytoma"
"ESR1","Prostate cancer"
"ESR1","Schizophrenia"
"ESR1","Uterine Fibroids"
"ESR1","Mental Depression"
"ESR1","Bone Diseases"
"ESR1","Bipolar Disorder"
"ESR1","Meniere Disease"
"ESR1","Grade I Astrocytoma"
"ESR1","Childhood Cerebral Astrocytoma"
"ESR1","Adenocarcinoma"
"ESR1","Fibroid Tumor"
"ESR1","Shared Paranoid Disorder"
"ESR1","Astrocytoma"
"ESR1","Neuroblastoma"
"ESR1","Endometrial Cancer"
"ESR1","Subfertility, Female"
"ESR1","Cerebral Astrocytoma"
"ESR1","Bladder Cancer"
"ESR1","Endometriosis"
"ESR1","Alzheimer Disease"
"ESR1","Atherosclerosis"
"ESR1","Female Urogenital Diseases"
"ESR1","Nephritis"
"ESR1","Sick Headaches"
"ESR1","Arteriosclerosis"
"ESR1","Carcinoma"
"ESR1","Osteopenia"
"ESR1","Obesity"
"ESR1","Leukemia"
"ESR1","Anaplastic Carcinoma"
"ESR1","Senile Dementia"
"ESR1","Oligoastrocytoma"
"ESR1","Prostatic Intraepithelial Neoplasias"
"ESR1","Metabolic Bone Disorder"
"ESR1","Cribriform Carcinoma"
"ESR1","Glomerulonephritis"
"ESR2","Medulloblastoma"
"ESR2","Prostate cancer"
"ESR2","Carcinoma"
"ESR2","Schizophrenia"
"ESR2","Bladder Cancer"
"ESR2","Astrocytoma"
"ESR2","Breast Cancer"
"ESR2","Mental Depression"
"ESR2","Adenocarcinoma"
"ESR2","Colorectal Cancer"
"ESR2","Arteriosclerosis"
"ESR2","Anaplastic Carcinoma"
"ESR2","Endometrioma"
"ESR2","Endometriosis"
"ESR2","Endometrial Cancer"
"ESR2","Childhood Cerebral Astrocytoma"
"ESR2","Meniere Disease"
"ESR2","Subfertility, Female"
"ESR2","Intracranial Astrocytoma"
"ESR2","Cerebral Astrocytoma"
"ESR2","Cribriform Carcinoma"
"ESR2","Prostate Carcinoma"
"ESR2","Coronary heart disease"
"ESR2","Prostatic Intraepithelial Neoplasias"
"ESR2","Grade I Astrocytoma"
"ESR2","Oligoastrocytoma"
"F13A1","Dermatitis"
"F13A1","Prostate cancer"
"F13A1","Factor XIII Deficiency"
"F13A1","Deep Vein Thrombosis"
"F13A1","Prostate Carcinoma"
"F13A1","Myocardial Infarction"
"F3","Breast Cancer"
"F3","Myocardial Ischemia"
"F3","Thrombotic Thrombocytopenic Purpura"
"F3","Nephrotic Syndrome"
"F3","Disseminated Intravascular Coagulation"
"F3","Liver Cirrhosis"
"F3","Deep Vein Thrombosis"
"F3","Leukemia"
"F3","Liver Fibrosis"
"F5","Blood Coagulation Disorders"
"F5","Cerebral Ischemia"
"F5","Deep Vein Thrombosis"
"F5","Thrombophilia"
"F5","Liver Fibrosis"
"F5","Acute Mesenteric Arterial Thrombosis"
"F5","Pulmonary Embolism"
"F5","Stroke"
"F5","Colonic Neoplasms"
"F5","Sinus Thrombophlebitis"
"F5","Activated Protein C Resistance"
"F5","Factor V Deficiency"
"F5","Mesenteric ischemia"
"F5","Intestinal Polyposis"
"F5","Inflammatory Bowel Diseases"
"F5","Retinal Vein Thrombosis"
"F5","Retinal Vein Occlusion"
"F5","Liver Cirrhosis"
"F5","Myocardial Infarction"
"F5","Sinus Thrombosis"
"FAAH","Seizures"
"FAAH","Mental Depression"
"FAAH","Jacksonian Seizure"
"FAAH","Huntington Disease"
"FAAH","Psychosis"
"FAAH","Mood Disorders"
"FAAH","Obesity"
"FAAH","Schizophrenia"
"FAAH","Non-organic psychosis"
"FAAH","Atonic seizures"
"FAAH","Breast Cancer"
"FABP1","Lipoidosis"
"FABP1","Kidney Failure"
"FABP1","Kidney Tubular Necrosis"
"FABP4","Anaplastic Carcinoma"
"FABP4","Carcinoma"
"FABP4","Dermatitis"
"FADS1","Schizophrenia"
"FADS1","Diabetes Mellitus "
"FADS1","Colorectal Cancer"
"FADS1","Liver Diseases"
"FADS1","Stomach Cancer"
"FADS1","Squamous Cell Carcinoma"
"FADS1","Hepatitis"
"FADS1","Gastric Cancer"
"FADS1","Coronary heart disease"
"FADS1","Heart Failure"
"FADS1","Atrial Fibrillation"
"FADS1","Stroke"
"FADS1","Adenocarcinoma Of Large Intestine"
"FADS1","Lung Cancer"
"FADS2","Liver Diseases"
"FADS2","Metabolic Syndrome X"
"FADS2","Colorectal Cancer"
"FADS2","Bipolar Disorder"
"FADS2","Inflammatory Bowel Diseases"
"FADS2","Vitiligo"
"FADS2","Rheumatoid Arthritis"
"FADS2","Adenocarcinoma Of Large Intestine"
"FADS2","Coronary heart disease"
"FADS2","Lung Cancer"
"FADS2","Lipoidosis"
"FADS2","Schizophrenia"
"FADS2","Hepatitis"
"FAS","Lymphoproliferative Disorder"
"FAS","Myasthenia Gravis"
"FAS","Hematological Disease"
"FAS","Lung Cancer"
"FAS","Bladder Cancer"
"FAS","Carcinoma"
"FAS","Leukemia"
"FAS","Arthritis"
"FAS","Lymphoma"
"FAS","Cardiomyopathy"
"FAS","Autoimmune Diseases"
"FAS","Granulomatous Disease"
"FAS","Taste Disorders"
"FAS","Non-alcoholic Fatty Liver Disease"
"FAS","Myeloid Leukemia"
"FAS","Diabetes Mellitus "
"FAS","Myocardial Diseases"
"FAS","Pregnancy Complications, Cardiovascular"
"FAS","Nephritis"
"FAS","Schizophrenia"
"FAS","Anemia"
"FAS","Hypersplenism"
"FAS","Liver Failure"
"FBLN1","Bipolar Disorder"
"FBLN1","Prostate cancer"
"FBLN1","Endometrioma"
"FBLN1","Endometriosis"
"FBN1","Marfan Syndrome"
"FBN1","Genetic Diseases"
"FBN1","Weill-Marchesani syndrome"
"FBN1","Intellectual Disability"
"FBN1","Overlap Connective Tissue Disease"
"FBN1","Hyperinsulinism"
"FBN1","Ectopia lentis"
"FBN1","Arachnodactyly"
"FBN1","Skeletal Dysplasia"
"FBN1","Pectus Carinatum"
"FBN1","Brain Aneurysm"
"FBN1","Endometriosis"
"FBN1","Marfan Lipodystrophy Syndrome"
"FBN1","Byzanthine arch palate"
"FBN1","Aortic Aneurysm"
"FBN1","Wide mouth"
"FBN1","Aortic Rupture"
"FBN1","Myopia"
"FBN1","Macrocephalus"
"FBN1","Lens Subluxation"
"FBN1","Contractural Arachnodactyly"
"FBN1","Hyperglycemia"
"FBN1","Stiff Skin Syndrome"
"FBN1","Liver Cirrhosis"
"FBN1","Endometrioma"
"FBN1","Liver Fibrosis"
"FBN1","Aortic root dilatation"
"FCGR1A","Heart Diseases"
"FCGR1A","Tumoral calcinosis"
"FCGR1A","Juvenile arthritis"
"FCGR1A","Still Disease"
"FGA","Fibrinogen Deficiency"
"FGA","Liver Diseases"
"FGA","Afibrinogenemia"
"FGA","Dysfibrinogenemia"
"FGA","Pulmonary thromboembolism"
"FGA","Stroke"
"FGA","Osteoporosis"
"FGA","Pulmonary Embolism"
"FGA","Mouth Neoplasms"
"FGA","Amyloidosis"
"FGA","Hepatitis"
"FGA","Cholestasis"
"FGA","Deep Vein Thrombosis"
"FGA","Thrombophilia"
"FGB","Osteoporosis"
"FGB","Dysfibrinogenemia"
"FGB","Fibrinogen Deficiency"
"FGB","Parkinson Disease"
"FGF12","Intellectual Disability"
"FGF12","Encephalopathies"
"FGF13","Pancreatic Neoplasm"
"FGG","Dysfibrinogenemia"
"FGG","Stomach Cancer"
"FGG","Fibrinogen Deficiency"
"FGG","Gastric Cancer"
"FGG","Deep Vein Thrombosis"
"FLNA","Cardiac Valvular Dysplasia"
"FLNA","Marfan Syndrome"
"FLNA","Van Buchem disease"
"FLNA","Otopalatodigital Syndrome"
"FLNA","FG syndrome"
"FLNA","Skeletal Dysplasia"
"FLNA","Heterotopia"
"FLNA","Frontometaphyseal dysplasia"
"FLNA","Short Bowel Syndrome"
"FLNA","Breast Cancer"
"FLNA","Intestinal Pseudoobstruction"
"FLNA","Schwartz-Jampel Syndrome"
"FLNA","Hearing Loss"
"FLNA","Malignant Cystosarcoma Phyllodes"
"FLNA","Epilepsy"
"FLNA","Melnick-Needles Syndrome"
"FLNA","Phyllodes Tumor"
"FLOT1","Lung Cancer"
"FLOT1","Schizophrenia"
"FLOT1","Diabetes Mellitus "
"FLT1","Breast Cancer"
"FLT1","Liver Diseases"
"FLT1","Arteriosclerosis"
"FLT1","Renal Cancer"
"FLT1","Skeletal Dysplasia"
"FLT1","Liver Cirrhosis"
"FLT1","Ischemic Cardiomyopathy"
"FLT1","Van Buchem disease"
"FLT1","Skin Cancer"
"FLT1","Hemangioma"
"FLT1","Coronary heart disease"
"FLT1","Myocardial Infarction"
"FLT1","Melnick-Needles Syndrome"
"FLT1","Uremia"
"FLT1","Hepatitis"
"FLT1","Schwartz-Jampel Syndrome"
"FLT1","Liver Fibrosis"
"FMR1","Congenital Abnormality"
"FMR1","Autistic Disorder"
"FMR1","Fragile X Syndrome"
"FMR1","Ovarian Failure"
"FMR1","Anxiety Disorders"
"FMR1","Mental Depression"
"FMR1","Schizophrenia"
"FMR1","Bipolar Disorder"
"FMR1","Intellectual Disability"
"FMR1","Cognition Disorders"
"FMR1","Gonadal Agenesis"
"FMR1","Mood Disorders"
"FOS","Status Epilepticus"
"FOS","Seizures"
"FOS","Lung Cancer"
"FOS","Trigeminal neuralgia"
"FOS","Jacksonian Seizure"
"FOS","Atonic seizures"
"FOS","Petit mal status"
"FOS","Middle Cerebral Artery Syndrome"
"FOS","Osteitis Fibrosa Disseminata"
"FOS","Lateral Sclerosis"
